date,temperature,humidity,apparent_temp,precipitation
2025-01-02 14:00:00+00:00,26.9,61,28.0,0.0
2025-01-02 15:00:00+00:00,27.2,52,27.3,0.0
2025-01-02 16:00:00+00:00,27.0,52,27.2,0.0
2025-01-02 17:00:00+00:00,26.5,54,27.1,0.0
2025-01-02 18:00:00+00:00,26.0,55,27.2,0.0
2025-01-02 19:00:00+00:00,25.0,59,26.4,0.0
2025-01-02 20:00:00+00:00,24.1,62,25.5,0.0
2025-01-02 21:00:00+00:00,23.2,65,24.5,0.0
2025-01-02 22:00:00+00:00,22.5,66,23.7,0.0
2025-01-02 23:00:00+00:00,22.0,67,23.2,0.0
2025-01-03 00:00:00+00:00,21.6,68,22.8,0.0
2025-01-03 01:00:00+00:00,21.5,67,22.3,0.0
2025-01-03 02:00:00+00:00,21.1,68,22.0,0.0
2025-01-03 03:00:00+00:00,22.3,63,22.8,0.0
2025-01-03 04:00:00+00:00,25.5,51,26.0,0.0
2025-01-03 05:00:00+00:00,28.9,38,29.0,0.0
2025-01-03 06:00:00+00:00,31.2,31,31.6,0.0
2025-01-03 07:00:00+00:00,33.0,26,34.0,0.0
2025-01-03 08:00:00+00:00,33.3,25,34.1,0.0
2025-01-03 09:00:00+00:00,32.5,33,33.2,0.0
2025-01-03 10:00:00+00:00,31.5,38,31.9,0.0
2025-01-03 11:00:00+00:00,30.5,41,30.9,0.0
2025-01-03 12:00:00+00:00,28.8,48,29.7,0.0
2025-01-03 13:00:00+00:00,27.0,62,28.8,0.0
2025-01-03 14:00:00+00:00,25.7,67,27.4,0.0
2025-01-03 15:00:00+00:00,26.0,55,26.1,0.0
2025-01-03 16:00:00+00:00,26.1,46,25.5,0.0
2025-01-03 17:00:00+00:00,25.6,47,25.2,0.0
2025-01-03 18:00:00+00:00,24.8,50,24.9,0.0
2025-01-03 19:00:00+00:00,23.7,53,24.2,0.0
2025-01-03 20:00:00+00:00,22.9,55,23.4,0.0
2025-01-03 21:00:00+00:00,22.1,59,23.0,0.0
2025-01-03 22:00:00+00:00,21.4,62,22.3,0.0
2025-01-03 23:00:00+00:00,20.5,64,21.3,0.0
2025-01-04 00:00:00+00:00,20.1,63,20.5,0.0
2025-01-04 01:00:00+00:00,19.3,62,19.4,0.0
2025-01-04 02:00:00+00:00,19.3,62,19.0,0.0
2025-01-04 03:00:00+00:00,21.1,54,20.3,0.0
2025-01-04 04:00:00+00:00,24.4,44,23.6,0.0
2025-01-04 05:00:00+00:00,28.5,29,27.5,0.0
2025-01-04 06:00:00+00:00,31.5,21,30.2,0.0
2025-01-04 07:00:00+00:00,32.9,16,32.3,0.0
2025-01-04 08:00:00+00:00,32.9,18,32.1,0.0
2025-01-04 09:00:00+00:00,31.0,33,30.8,0.0
2025-01-04 10:00:00+00:00,30.0,32,28.9,0.0
2025-01-04 11:00:00+00:00,29.6,32,28.7,0.0
2025-01-04 12:00:00+00:00,28.4,39,28.1,0.0
2025-01-04 13:00:00+00:00,26.5,54,27.4,0.0
2025-01-04 14:00:00+00:00,25.6,60,27.0,0.0
2025-01-04 15:00:00+00:00,24.9,63,26.4,0.0
2025-01-04 16:00:00+00:00,24.3,58,25.5,0.0
2025-01-04 17:00:00+00:00,23.5,57,24.5,0.0
2025-01-04 18:00:00+00:00,23.4,57,24.5,0.0
2025-01-04 19:00:00+00:00,22.7,61,23.8,0.0
2025-01-04 20:00:00+00:00,22.3,65,23.7,0.0
2025-01-04 21:00:00+00:00,22.0,67,23.4,0.0
2025-01-04 22:00:00+00:00,21.5,69,22.9,0.0
2025-01-04 23:00:00+00:00,21.6,71,22.8,0.0
2025-01-05 00:00:00+00:00,21.2,73,22.6,0.0
2025-01-05 01:00:00+00:00,21.5,72,22.9,0.0
2025-01-05 02:00:00+00:00,21.2,73,22.6,0.0
2025-01-05 03:00:00+00:00,22.4,65,23.3,0.0
2025-01-05 04:00:00+00:00,24.4,50,24.6,0.0
2025-01-05 05:00:00+00:00,26.3,43,26.3,0.0
2025-01-05 06:00:00+00:00,26.9,41,27.0,0.0
2025-01-05 07:00:00+00:00,28.4,39,28.5,0.0
2025-01-05 08:00:00+00:00,29.1,41,29.7,0.0
2025-01-05 09:00:00+00:00,29.2,47,30.5,0.0
2025-01-05 10:00:00+00:00,27.8,58,29.2,0.0
2025-01-05 11:00:00+00:00,26.5,65,28.2,0.0
2025-01-05 12:00:00+00:00,25.4,67,26.7,0.0
2025-01-05 13:00:00+00:00,24.8,72,26.5,0.0
2025-01-05 14:00:00+00:00,24.5,75,26.7,0.0
2025-01-05 15:00:00+00:00,24.3,76,26.5,0.0
2025-01-05 16:00:00+00:00,24.2,71,25.8,0.0
2025-01-05 17:00:00+00:00,24.1,65,25.2,0.0
2025-01-05 18:00:00+00:00,23.6,66,24.4,0.0
2025-01-05 19:00:00+00:00,22.7,72,23.9,0.0
2025-01-05 20:00:00+00:00,22.1,78,23.6,0.0
2025-01-05 21:00:00+00:00,21.8,82,23.4,0.0
2025-01-05 22:00:00+00:00,21.5,80,22.9,0.0
2025-01-05 23:00:00+00:00,21.2,76,22.1,0.0
2025-01-06 00:00:00+00:00,21.0,69,21.0,0.0
2025-01-06 01:00:00+00:00,20.4,65,19.6,0.0
2025-01-06 02:00:00+00:00,20.0,66,19.4,0.0
2025-01-06 03:00:00+00:00,21.0,63,20.6,0.0
2025-01-06 04:00:00+00:00,22.8,56,22.3,0.0
2025-01-06 05:00:00+00:00,25.1,48,24.6,0.0
2025-01-06 06:00:00+00:00,27.3,41,27.1,0.0
2025-01-06 07:00:00+00:00,29.0,35,28.9,0.0
2025-01-06 08:00:00+00:00,29.9,32,29.6,0.0
2025-01-06 09:00:00+00:00,29.8,34,29.0,0.0
2025-01-06 10:00:00+00:00,28.8,41,27.8,0.0
2025-01-06 11:00:00+00:00,27.4,51,27.2,0.0
2025-01-06 12:00:00+00:00,26.0,58,26.3,0.0
2025-01-06 13:00:00+00:00,24.1,67,24.8,0.0
2025-01-06 14:00:00+00:00,23.5,64,23.6,0.0
2025-01-06 15:00:00+00:00,23.0,61,22.6,0.0
2025-01-06 16:00:00+00:00,22.5,59,22.0,0.0
2025-01-06 17:00:00+00:00,21.8,60,21.2,0.0
2025-01-06 18:00:00+00:00,21.3,59,20.3,0.0
2025-01-06 19:00:00+00:00,20.9,56,19.7,0.0
2025-01-06 20:00:00+00:00,20.6,54,19.3,0.0
2025-01-06 21:00:00+00:00,20.2,54,19.0,0.0
2025-01-06 22:00:00+00:00,19.9,54,18.8,0.0
2025-01-06 23:00:00+00:00,19.5,56,18.5,0.0
2025-01-07 00:00:00+00:00,19.2,57,18.3,0.0
2025-01-07 01:00:00+00:00,18.7,64,18.2,0.0
2025-01-07 02:00:00+00:00,18.5,66,18.1,0.0
2025-01-07 03:00:00+00:00,19.6,62,19.5,0.0
2025-01-07 04:00:00+00:00,22.2,55,22.4,0.0
2025-01-07 05:00:00+00:00,25.4,48,25.7,0.0
2025-01-07 06:00:00+00:00,28.2,41,29.1,0.0
2025-01-07 07:00:00+00:00,30.2,35,31.5,0.0
2025-01-07 08:00:00+00:00,31.4,32,32.6,0.0
2025-01-07 09:00:00+00:00,31.4,34,32.1,0.0
2025-01-07 10:00:00+00:00,30.1,45,30.8,0.0
2025-01-07 11:00:00+00:00,29.0,53,30.2,0.0
2025-01-07 12:00:00+00:00,27.4,66,29.8,0.0
2025-01-07 13:00:00+00:00,26.5,73,29.3,0.0
2025-01-07 14:00:00+00:00,26.1,64,27.5,0.0
2025-01-07 15:00:00+00:00,26.1,53,25.7,0.0
2025-01-07 16:00:00+00:00,25.6,47,24.7,0.0
2025-01-07 17:00:00+00:00,25.0,49,24.3,0.0
2025-01-07 18:00:00+00:00,24.5,51,24.0,0.0
2025-01-07 19:00:00+00:00,24.0,53,23.7,0.0
2025-01-07 20:00:00+00:00,23.5,56,23.2,0.0
2025-01-07 21:00:00+00:00,23.0,58,22.7,0.0
2025-01-07 22:00:00+00:00,22.2,61,22.1,0.0
2025-01-07 23:00:00+00:00,21.7,63,21.7,0.0
2025-01-08 00:00:00+00:00,21.1,65,21.4,0.0
2025-01-08 01:00:00+00:00,20.5,68,20.9,0.0
2025-01-08 02:00:00+00:00,20.0,70,20.6,0.0
2025-01-08 03:00:00+00:00,20.9,67,21.8,0.0
2025-01-08 04:00:00+00:00,23.3,58,24.3,0.0
2025-01-08 05:00:00+00:00,26.4,47,27.3,0.0
2025-01-08 06:00:00+00:00,29.0,39,30.4,0.0
2025-01-08 07:00:00+00:00,30.4,36,32.2,0.0
2025-01-08 08:00:00+00:00,30.6,38,32.0,0.0
2025-01-08 09:00:00+00:00,30.0,43,31.2,0.0
2025-01-08 10:00:00+00:00,29.3,45,29.9,0.0
2025-01-08 11:00:00+00:00,28.4,46,28.7,0.0
2025-01-08 12:00:00+00:00,27.2,49,27.6,0.0
2025-01-08 13:00:00+00:00,25.8,61,27.0,0.0
2025-01-08 14:00:00+00:00,25.2,64,26.5,0.0
2025-01-08 15:00:00+00:00,25.1,60,25.9,0.0
2025-01-08 16:00:00+00:00,25.2,53,25.4,0.0
2025-01-08 17:00:00+00:00,25.3,47,24.9,0.0
2025-01-08 18:00:00+00:00,25.0,43,24.2,0.0
2025-01-08 19:00:00+00:00,24.1,44,23.3,0.0
2025-01-08 20:00:00+00:00,23.2,48,22.5,0.0
2025-01-08 21:00:00+00:00,22.4,52,21.9,0.0
2025-01-08 22:00:00+00:00,21.8,54,21.5,0.0
2025-01-08 23:00:00+00:00,21.4,55,20.9,0.0
2025-01-09 00:00:00+00:00,20.9,56,20.3,0.0
2025-01-09 01:00:00+00:00,20.5,58,19.8,0.0
2025-01-09 02:00:00+00:00,20.4,58,19.5,0.0
2025-01-09 03:00:00+00:00,21.5,54,20.4,0.0
2025-01-09 04:00:00+00:00,24.1,46,23.3,0.0
2025-01-09 05:00:00+00:00,27.3,35,26.2,0.0
2025-01-09 06:00:00+00:00,29.6,31,29.3,0.0
2025-01-09 07:00:00+00:00,31.5,27,31.9,0.0
2025-01-09 08:00:00+00:00,32.0,25,33.0,0.0
2025-01-09 09:00:00+00:00,32.0,26,32.0,0.0
2025-01-09 10:00:00+00:00,31.4,29,30.6,0.0
2025-01-09 11:00:00+00:00,30.1,35,29.3,0.0
2025-01-09 12:00:00+00:00,28.5,39,27.9,0.0
2025-01-09 13:00:00+00:00,26.8,51,27.2,0.0
2025-01-09 14:00:00+00:00,25.5,59,26.3,0.0
2025-01-09 15:00:00+00:00,25.1,59,25.6,0.0
2025-01-09 16:00:00+00:00,25.0,53,25.1,0.0
2025-01-09 17:00:00+00:00,24.4,54,24.8,0.0
2025-01-09 18:00:00+00:00,23.5,56,24.1,0.0
2025-01-09 19:00:00+00:00,22.9,56,23.5,0.0
2025-01-09 20:00:00+00:00,22.5,56,22.9,0.0
2025-01-09 21:00:00+00:00,22.2,57,22.4,0.0
2025-01-09 22:00:00+00:00,21.5,58,21.7,0.0
2025-01-09 23:00:00+00:00,20.8,61,21.0,0.0
2025-01-10 00:00:00+00:00,20.4,63,20.6,0.0
2025-01-10 01:00:00+00:00,21.0,56,20.6,0.0
2025-01-10 02:00:00+00:00,20.5,57,20.0,0.0
2025-01-10 03:00:00+00:00,21.6,54,21.2,0.0
2025-01-10 04:00:00+00:00,24.2,47,24.1,0.0
2025-01-10 05:00:00+00:00,27.2,38,27.0,0.0
2025-01-10 06:00:00+00:00,29.4,33,29.9,0.0
2025-01-10 07:00:00+00:00,30.8,29,31.9,0.0
2025-01-10 08:00:00+00:00,31.3,28,32.1,0.0
2025-01-10 09:00:00+00:00,31.1,29,31.1,0.0
2025-01-10 10:00:00+00:00,30.4,32,29.6,0.0
2025-01-10 11:00:00+00:00,29.5,34,28.7,0.0
2025-01-10 12:00:00+00:00,28.1,38,27.5,0.0
2025-01-10 13:00:00+00:00,26.2,54,27.1,0.0
2025-01-10 14:00:00+00:00,25.6,62,27.2,0.0
2025-01-10 15:00:00+00:00,25.2,66,27.0,0.0
2025-01-10 16:00:00+00:00,24.6,71,27.5,0.0
2025-01-10 17:00:00+00:00,24.0,72,26.6,0.0
2025-01-10 18:00:00+00:00,23.5,69,25.1,0.0
2025-01-10 19:00:00+00:00,22.8,70,25.0,0.0
2025-01-10 20:00:00+00:00,22.2,70,24.1,0.0
2025-01-10 21:00:00+00:00,21.8,69,23.3,0.0
2025-01-10 22:00:00+00:00,21.4,68,22.7,0.0
2025-01-10 23:00:00+00:00,20.9,69,22.1,0.0
2025-01-11 00:00:00+00:00,20.5,70,21.6,0.0
2025-01-11 01:00:00+00:00,20.8,71,21.9,0.0
2025-01-11 02:00:00+00:00,20.7,72,21.9,0.0
2025-01-11 03:00:00+00:00,22.1,67,23.3,0.0
2025-01-11 04:00:00+00:00,24.3,60,25.5,0.0
2025-01-11 05:00:00+00:00,26.5,49,26.9,0.0
2025-01-11 06:00:00+00:00,27.9,43,28.3,0.0
2025-01-11 07:00:00+00:00,28.5,44,29.7,0.0
2025-01-11 08:00:00+00:00,28.3,50,29.8,0.0
2025-01-11 09:00:00+00:00,28.0,49,28.7,0.0
2025-01-11 10:00:00+00:00,27.5,46,27.1,0.0
2025-01-11 11:00:00+00:00,27.0,46,26.3,0.0
2025-01-11 12:00:00+00:00,25.9,52,25.6,0.0
2025-01-11 13:00:00+00:00,24.4,68,25.5,0.0
2025-01-11 14:00:00+00:00,23.7,76,25.4,0.0
2025-01-11 15:00:00+00:00,23.4,77,25.1,0.0
2025-01-11 16:00:00+00:00,23.1,77,24.7,0.0
2025-01-11 17:00:00+00:00,22.9,75,24.4,0.0
2025-01-11 18:00:00+00:00,22.5,78,24.3,0.0
2025-01-11 19:00:00+00:00,21.9,80,23.9,0.0
2025-01-11 20:00:00+00:00,21.2,79,23.0,0.0
2025-01-11 21:00:00+00:00,20.7,77,22.1,0.0
2025-01-11 22:00:00+00:00,20.6,76,21.4,0.0
2025-01-11 23:00:00+00:00,20.8,76,21.6,0.0
2025-01-12 00:00:00+00:00,20.9,75,21.7,0.0
2025-01-12 01:00:00+00:00,20.8,79,21.7,0.0
2025-01-12 02:00:00+00:00,20.8,76,21.2,0.0
2025-01-12 03:00:00+00:00,21.6,69,22.2,0.0
2025-01-12 04:00:00+00:00,23.4,58,23.8,0.0
2025-01-12 05:00:00+00:00,25.7,49,26.1,0.0
2025-01-12 06:00:00+00:00,28.0,41,28.7,0.0
2025-01-12 07:00:00+00:00,29.5,36,30.2,0.0
2025-01-12 08:00:00+00:00,30.0,37,30.6,0.0
2025-01-12 09:00:00+00:00,29.6,42,30.1,0.0
2025-01-12 10:00:00+00:00,29.0,46,29.0,0.0
2025-01-12 11:00:00+00:00,28.1,48,27.9,0.0
2025-01-12 12:00:00+00:00,26.8,53,27.0,0.0
2025-01-12 13:00:00+00:00,25.1,67,26.3,0.0
2025-01-12 14:00:00+00:00,24.5,68,25.6,0.0
2025-01-12 15:00:00+00:00,24.6,58,24.6,0.0
2025-01-12 16:00:00+00:00,24.3,53,23.9,0.0
2025-01-12 17:00:00+00:00,24.0,52,23.4,0.0
2025-01-12 18:00:00+00:00,23.6,50,22.9,0.0
2025-01-12 19:00:00+00:00,23.3,50,22.7,0.0
2025-01-12 20:00:00+00:00,23.0,53,23.0,0.0
2025-01-12 21:00:00+00:00,22.5,58,22.9,0.0
2025-01-12 22:00:00+00:00,22.1,62,22.7,0.0
2025-01-12 23:00:00+00:00,22.0,66,22.7,0.0
2025-01-13 00:00:00+00:00,22.0,67,22.7,0.0
2025-01-13 01:00:00+00:00,22.2,66,22.6,0.0
2025-01-13 02:00:00+00:00,22.0,67,22.4,0.0
2025-01-13 03:00:00+00:00,23.1,64,23.6,0.0
2025-01-13 04:00:00+00:00,25.4,56,26.0,0.0
2025-01-13 05:00:00+00:00,28.1,47,28.7,0.0
2025-01-13 06:00:00+00:00,30.4,41,31.3,0.0
2025-01-13 07:00:00+00:00,32.0,37,33.9,0.0
2025-01-13 08:00:00+00:00,32.7,35,35.5,0.0
2025-01-13 09:00:00+00:00,32.4,37,33.8,0.0
2025-01-13 10:00:00+00:00,30.6,48,31.8,0.0
2025-01-13 11:00:00+00:00,29.3,52,30.4,0.0
2025-01-13 12:00:00+00:00,28.2,55,29.4,0.0
2025-01-13 13:00:00+00:00,26.5,67,28.6,0.0
2025-01-13 14:00:00+00:00,25.9,67,27.5,0.0
2025-01-13 15:00:00+00:00,25.6,63,26.9,0.0
2025-01-13 16:00:00+00:00,25.6,59,26.4,0.0
2025-01-13 17:00:00+00:00,25.6,54,26.5,0.0
2025-01-13 18:00:00+00:00,24.8,59,26.8,0.0
2025-01-13 19:00:00+00:00,24.0,60,25.7,0.0
2025-01-13 20:00:00+00:00,23.5,60,24.9,0.0
2025-01-13 21:00:00+00:00,22.9,63,24.2,0.0
2025-01-13 22:00:00+00:00,22.4,64,23.6,0.0
2025-01-13 23:00:00+00:00,22.1,63,23.1,0.0
2025-01-14 00:00:00+00:00,21.6,66,22.7,0.0
2025-01-14 01:00:00+00:00,22.3,65,23.2,0.0
2025-01-14 02:00:00+00:00,22.5,64,23.3,0.0
2025-01-14 03:00:00+00:00,24.1,58,24.8,0.0
2025-01-14 04:00:00+00:00,26.7,51,27.7,0.0
2025-01-14 05:00:00+00:00,29.2,42,29.9,0.0
2025-01-14 06:00:00+00:00,31.5,36,32.4,0.0
2025-01-14 07:00:00+00:00,32.6,33,33.8,0.0
2025-01-14 08:00:00+00:00,32.9,33,34.3,0.0
2025-01-14 09:00:00+00:00,32.0,37,33.2,0.0
2025-01-14 10:00:00+00:00,30.6,45,31.6,0.0
2025-01-14 11:00:00+00:00,29.1,52,30.7,0.0
2025-01-14 12:00:00+00:00,28.0,57,29.8,0.0
2025-01-14 13:00:00+00:00,26.2,68,28.3,0.0
2025-01-14 14:00:00+00:00,25.2,72,27.3,0.0
2025-01-14 15:00:00+00:00,24.7,74,27.1,0.0
2025-01-14 16:00:00+00:00,24.6,69,26.7,0.0
2025-01-14 17:00:00+00:00,24.6,67,26.6,0.0
2025-01-14 18:00:00+00:00,24.5,67,26.5,0.0
2025-01-14 19:00:00+00:00,24.0,69,26.4,0.0
2025-01-14 20:00:00+00:00,23.6,70,26.0,0.0
2025-01-14 21:00:00+00:00,23.2,71,25.6,0.0
2025-01-14 22:00:00+00:00,23.0,72,25.2,0.0
2025-01-14 23:00:00+00:00,22.6,74,25.1,0.0
2025-01-15 00:00:00+00:00,22.5,75,25.1,0.0
2025-01-15 01:00:00+00:00,21.9,77,24.2,0.0
2025-01-15 02:00:00+00:00,22.1,78,24.3,0.0
2025-01-15 03:00:00+00:00,23.4,74,25.6,0.0
2025-01-15 04:00:00+00:00,25.5,65,28.0,0.0
2025-01-15 05:00:00+00:00,27.6,54,30.0,0.0
2025-01-15 06:00:00+00:00,29.3,49,31.9,0.0
2025-01-15 07:00:00+00:00,30.1,47,32.9,0.0
2025-01-15 08:00:00+00:00,29.5,52,32.0,0.0
2025-01-15 09:00:00+00:00,28.6,55,30.4,0.0
2025-01-15 10:00:00+00:00,27.9,57,28.8,0.0
2025-01-15 11:00:00+00:00,27.0,61,28.1,0.0
2025-01-15 12:00:00+00:00,26.1,67,27.7,0.0
2025-01-15 13:00:00+00:00,24.7,75,26.7,0.0
2025-01-15 14:00:00+00:00,24.0,80,26.3,0.0
2025-01-15 15:00:00+00:00,23.8,78,26.0,0.0
2025-01-15 16:00:00+00:00,23.6,72,25.5,0.0
2025-01-15 17:00:00+00:00,23.4,71,25.1,0.0
2025-01-15 18:00:00+00:00,23.1,70,24.9,0.0
2025-01-15 19:00:00+00:00,22.9,70,24.7,0.0
2025-01-15 20:00:00+00:00,22.6,71,24.0,0.0
2025-01-15 21:00:00+00:00,22.2,74,23.4,0.0
2025-01-15 22:00:00+00:00,21.8,75,22.7,0.0
2025-01-15 23:00:00+00:00,21.4,75,22.2,0.0
2025-01-16 00:00:00+00:00,21.0,76,21.8,0.0
2025-01-16 01:00:00+00:00,20.4,79,21.3,0.0
2025-01-16 02:00:00+00:00,20.2,80,20.9,0.0
2025-01-16 03:00:00+00:00,21.3,74,22.1,0.0
2025-01-16 04:00:00+00:00,23.5,65,24.6,0.0
2025-01-16 05:00:00+00:00,26.0,57,27.3,0.0
2025-01-16 06:00:00+00:00,28.2,50,29.9,0.0
2025-01-16 07:00:00+00:00,29.5,46,31.4,0.0
2025-01-16 08:00:00+00:00,29.7,47,31.3,0.0
2025-01-16 09:00:00+00:00,29.2,51,30.4,0.0
2025-01-16 10:00:00+00:00,28.5,55,29.4,0.0
2025-01-16 11:00:00+00:00,27.7,60,28.8,0.0
2025-01-16 12:00:00+00:00,26.5,65,27.8,0.0
2025-01-16 13:00:00+00:00,24.9,74,26.7,0.0
2025-01-16 14:00:00+00:00,24.3,76,26.2,0.0
2025-01-16 15:00:00+00:00,24.3,69,25.5,0.0
2025-01-16 16:00:00+00:00,24.4,64,25.0,0.0
2025-01-16 17:00:00+00:00,24.3,63,25.1,0.0
2025-01-16 18:00:00+00:00,24.1,63,24.7,0.0
2025-01-16 19:00:00+00:00,23.8,63,24.4,0.0
2025-01-16 20:00:00+00:00,23.5,63,24.3,0.0
2025-01-16 21:00:00+00:00,23.3,64,24.4,0.0
2025-01-16 22:00:00+00:00,23.0,66,23.8,0.0
2025-01-16 23:00:00+00:00,23.1,66,24.1,0.0
2025-01-17 00:00:00+00:00,23.2,67,24.1,0.0
2025-01-17 01:00:00+00:00,23.0,71,24.3,0.0
2025-01-17 02:00:00+00:00,22.9,71,24.1,0.0
2025-01-17 03:00:00+00:00,23.9,67,25.3,0.0
2025-01-17 04:00:00+00:00,26.2,59,27.9,0.0
2025-01-17 05:00:00+00:00,29.0,47,30.5,0.0
2025-01-17 06:00:00+00:00,31.2,40,33.0,0.0
2025-01-17 07:00:00+00:00,32.7,35,35.3,0.0
2025-01-17 08:00:00+00:00,33.3,32,35.5,0.0
2025-01-17 09:00:00+00:00,32.3,40,34.0,0.0
2025-01-17 10:00:00+00:00,30.6,49,32.1,0.0
2025-01-17 11:00:00+00:00,29.3,54,30.5,0.0
2025-01-17 12:00:00+00:00,27.6,57,28.8,0.0
2025-01-17 13:00:00+00:00,26.1,69,28.3,0.0
2025-01-17 14:00:00+00:00,25.4,75,28.2,0.0
2025-01-17 15:00:00+00:00,25.4,73,27.9,0.0
2025-01-17 16:00:00+00:00,25.0,72,26.9,0.0
2025-01-17 17:00:00+00:00,25.2,66,26.9,0.0
2025-01-17 18:00:00+00:00,25.4,62,26.8,0.0
2025-01-17 19:00:00+00:00,25.4,59,26.6,0.0
2025-01-17 20:00:00+00:00,24.5,60,25.9,0.0
2025-01-17 21:00:00+00:00,23.8,60,25.0,0.0
2025-01-17 22:00:00+00:00,23.5,58,24.2,0.0
2025-01-17 23:00:00+00:00,23.4,57,23.7,0.0
2025-01-18 00:00:00+00:00,23.0,57,23.4,0.0
2025-01-18 01:00:00+00:00,22.5,60,23.0,0.0
2025-01-18 02:00:00+00:00,22.2,59,22.4,0.0
2025-01-18 03:00:00+00:00,23.9,52,23.6,0.0
2025-01-18 04:00:00+00:00,26.6,42,26.2,0.0
2025-01-18 05:00:00+00:00,29.3,34,28.2,0.0
2025-01-18 06:00:00+00:00,31.6,28,30.8,0.0
2025-01-18 07:00:00+00:00,33.3,23,32.8,0.0
2025-01-18 08:00:00+00:00,34.0,21,34.4,0.0
2025-01-18 09:00:00+00:00,33.7,21,33.6,0.0
2025-01-18 10:00:00+00:00,33.2,23,32.5,0.0
2025-01-18 11:00:00+00:00,32.8,25,31.8,0.0
2025-01-18 12:00:00+00:00,31.4,32,30.9,0.0
2025-01-18 13:00:00+00:00,27.2,63,28.6,0.0
2025-01-18 14:00:00+00:00,26.0,61,26.8,0.0
2025-01-18 15:00:00+00:00,25.8,60,26.5,0.0
2025-01-18 16:00:00+00:00,25.9,51,25.8,0.0
2025-01-18 17:00:00+00:00,25.1,54,25.7,0.0
2025-01-18 18:00:00+00:00,24.6,56,25.5,0.0
2025-01-18 19:00:00+00:00,24.0,57,24.9,0.0
2025-01-18 20:00:00+00:00,23.5,57,24.3,0.0
2025-01-18 21:00:00+00:00,23.2,56,23.7,0.0
2025-01-18 22:00:00+00:00,22.5,57,23.0,0.0
2025-01-18 23:00:00+00:00,21.9,58,22.3,0.0
2025-01-19 00:00:00+00:00,21.5,58,21.5,0.0
2025-01-19 01:00:00+00:00,21.3,59,21.2,0.0
2025-01-19 02:00:00+00:00,21.0,60,20.9,0.0
2025-01-19 03:00:00+00:00,22.2,55,22.0,0.0
2025-01-19 04:00:00+00:00,25.2,46,25.2,0.0
2025-01-19 05:00:00+00:00,28.6,36,28.6,0.0
2025-01-19 06:00:00+00:00,31.0,31,31.6,0.0
2025-01-19 07:00:00+00:00,32.8,26,34.5,0.0
2025-01-19 08:00:00+00:00,33.2,25,34.0,0.0
2025-01-19 09:00:00+00:00,33.0,26,33.0,0.0
2025-01-19 10:00:00+00:00,31.9,32,31.2,0.0
2025-01-19 11:00:00+00:00,30.7,35,30.0,0.0
2025-01-19 12:00:00+00:00,29.0,42,28.9,0.0
2025-01-19 13:00:00+00:00,27.2,53,27.9,0.0
2025-01-19 14:00:00+00:00,26.7,55,27.3,0.0
2025-01-19 15:00:00+00:00,26.4,49,26.1,0.0
2025-01-19 16:00:00+00:00,26.0,46,25.5,0.0
2025-01-19 17:00:00+00:00,25.6,46,25.3,0.0
